Emotion,Text
neutral," That shouldn't be too difficult . Since this is a small neighborhood , maybe they will take this suggestion . "
neutral, Let's try it ! 
neutral," Oh , right . Now I know why they would want to see our boy . It ' s hard to imagine the wonder ! Are they expecting a boy or a girl ? "
neutral, It ' s still a mystery . Because Evelyn is only three-month pregnant . But she begins to take her maternity leave now . 
neutral,"Well , I am a regular member of this club . "
neutral, Do you have to pay to join ? 
neutral," Yes , membership fees vary depending on the club but usually they run into tens of thousands of dollars . "
neutral," Very few , unfortunately . "
neutral, How was your game today ? 
neutral, Ten . How did your game go ? 
neutral, Maybe you can correct it by going to a driving range before you play again . 
neutral, It's at 8: 00 . 
neutral," Uh , I'd like to , but I have to work late . "
neutral,Is the Chinese team taking the lead ? 
neutral," No , it's the Japanese team . "
neutral, Japanese teams always play a dark horse . 
neutral," Well , their team work is well worth learning . "
neutral,Do you mind if I ask your friend out ? 
neutral," Of course , but we aren't going out , we're just friends . "
neutral," Okay , that's good . "
neutral, Do you want me to put in a good word for you ? 
neutral,Harry is so down that he won't talk to anyone . 
neutral, I know only too well what that's like . 
neutral, What do you mean ? 
neutral, I was very sad when I was laid off last year . 
neutral,"Hi , Is that David ? "
neutral," Hi , Jenny . It's David here . "
neutral," Hey , what's new ? "
neutral, Not much . My girlfriend just dumped me . 
neutral, Sorry to hear that . What happened ? 
neutral," Well , she told me things just weren ' t working out and we weren ' t right together . But I thought things were just great . Why did she say this ? It's completely out of the blue . "
neutral," Hey , she is not worth it . Forget her . "
neutral," Hey , she is not worth it . Anyway , there are plenty more fish in the sea . Listen , let's go for a drink in the town . How about that ? "
neutral," Ok , then . "
neutral, But you have to promise me that you are not gonna wear that face . 
neutral, What face ? 
neutral, The one where you look like your dog just died . You have to get over her and the sooner the better . 
neutral," Yeah , I know . You are right . "
neutral," Hey , just watch out for cops or you ' re gonna end up in the slammer . You know you tend to go fast ? "
neutral," Yes , I know it . I went through my last set of tires fast . I even had three flat tires in two weeks . "
neutral, Now watch ... some guys probably run a light and hit your car . 
neutral," Cut out , would you ? "
neutral,When's your birthday ? 
neutral, It's just around the corner . 
neutral,Bob is getting on in years . 
neutral," Yeah , I'm very worried about his health . "
neutral, He looks tired all the time . 
neutral, He's working too hard . 
neutral,Which church do you attend ? 
neutral," I am Mormon , so I go to the Church of Jesus Christ of Latter Day Saints . "
neutral, What ' s the difference between this and other Churches ? 
neutral," Mormons believe that , after the death of Christ and the death of the Apostles 10 , their church Christ founded became corrupt and the authority of Christ on earth was lost to men . In 1830 , a prophet named Joseph Smith was brought up by God to restore the church . "
neutral, Then does that mean the other churches are corrupt ? 
neutral," That means that they all have parts of the original gospel , but not all . "
neutral, Do you believe that Mormons have all of it ? 
neutral, Yes . 
neutral, Why do you really go to church ? 
neutral," We gather together to encourage each other , because we have common beliefs . We come together and call it church . "
neutral,Sorry I was late for the meeting today . I got stuck in traffic . 
neutral, That's okay . Better late than never . 
neutral," Hello ! I was exhausted some studying , so I decided to read the newspaper to relax . Unfortunately , the news is so depressing . There has been another murder in the city center . I ' m shocked that the police haven ' t caught the killer yet . "
neutral, People are starting to get frightened by it . Everyone will be relieved when they finally catch the murder . 
neutral, You mean “ if ” they catch the murderer . I ' m scared stiff about going into the city center at night . 
neutral, There must have been some good news in the newspaper . I can ' t believe that none of the news stories make you happy or excited . 
neutral," Well , there was one good piece of news . You remember the local girl who was dying of a rare blood disease ? "
neutral, Yes . Her parents were raising money to have her treated in the united states . 
neutral," Well , they ' Ve got the money and she ' s going tomorrow for treatment . "
neutral," I ' m sure they are . Oh , and a local man won the lottery . I ' m so jealous ! I wish it were me ! I buy a lottery ticket every week and I ' m amazed that I haven ' t even won a small prize yet . It ' s so unfair ! "
neutral," Don ' t be moody ! I hope you ' re not tired , because we ' Ve been invited to a party this evening . I know how excited you get about parties . "
neutral,Are there many idioms in English ? 
neutral, There are hundreds and hundreds.English is particularly rich in idiomatic expressions . 
neutral, Can you give us an example ? 
neutral, I'll look up the rate.To look up doesn't mean to look high into the sky or to look at the roof.It means to search for and find some information . 
neutral, What about the expression goodbye ? Is that an idiom ? 
neutral," That is just a natural , grammatical English expression.It has a direct translation in other languages . "
neutral,Why did the teacher criticise Myra in front of the whole class ? 
neutral," Because Myra was cheating on exams , and she spoke back rudely . "
neutral," I don't think that Myra should have spoken so rudely to the teacher . I know she was angry , but that's still no excuse for rudeness . "
neutral,Do you know where I can park ? 
neutral, Do you need a spot here or off campus ? 
neutral, I want a space on campus . 
neutral, There's a parking structure for students . 
neutral, Where can I find it ? 
neutral," Go to the western side of the campus , and you'll find it there . "
neutral, Is it full ? 
neutral," When I went up there , it wasn't full at all . "
neutral, When was that ? 
neutral, Sometime this morning . 
neutral, Would it be full now ? 
neutral, I am really not sure . 
neutral,Have you heard of the Love Bug ? 
neutral, Do you mean the ' I love you ' virus that attacks computers through e-mail ? 
neutral," Hackers are smart , and they want people to know about it . "
neutral,I am confused by what he said . 
neutral, Why do you say that ? 
neutral, I don ' t know what he wants to do . Does he want help me or just scold me ? 
neutral, Think a little . I think he means well at the bottom of his heart . 
neutral,Where are you going ? 
neutral, I ' m going to the hospital . 
neutral, What ' s the matter ? 
neutral, Professor Wang was hurt in a traffic accident . 
neutral, That ' s too bad . How are things now ? 
neutral," His life is hanging by a thread , and he is under an emergency treatment . "
neutral,Want to meet for lunch this Saturday ? 
neutral," Sorry , I can't . I am busy . "
neutral, What are you doing ? 
neutral, I always do volunteer work on the first Saturday of every month . 
neutral, What kind of volunteer work ? 
neutral, I help out at the children's hospital . I help plan activities . 
neutral,"Are the children all grown up now , Rose ? "
neutral," Oh , yes . Laura ' s the oldest . She ' s a computer programmer . "
neutral, She ' s a librarian at the public library . 
neutral, Christy is working as a waitress at a restaurant in Paris . She ' s married to a French photographer . 
neutral, Larry drives a truck . He drives all over the country . We hardly ever seen him . 
neutral, Colorado . 
neutral," And does Rocky drive a truck , too ? "
neutral," Oh , no . Rocky is a pilot . "
neutral, Yes . Mostly to England and France . 
neutral,Where's your better half ? 
neutral, She's at home . 
neutral,"Look , there are some words on the fish . "
neutral, I know that they are auspicious fish . It's quite popular nowadays . 
neutral, Not at all . I think the tattoos are so cool and chic . 
neutral," Honey , it's not so serious . It's just an animal . "
neutral," OK , I understand , but what else could we do ? "
neutral,"Who's singing in your home , Jim ? "
neutral, It's Ellie and her friends . 
neutral, Who's Ellie ? 
neutral," She's my little niece.It ' s her birthday.They ' re singing "" Happy Birthday "" . "
neutral," Oh , I see.how old is she ? "
neutral, She's ten . 
neutral, I suppose they're playing games . 
neutral," Oh , yes.Ellie was playing games all day yesterday.By the way , Alice , when's your birthday ? "
neutral, Today . 
neutral,I saw an interesting program on TV last night . It was about elderly people . 
neutral, And what did the program say ? 
neutral, It said that people with a positive attitude 7 tend to live longer and happier . 
neutral, I think that many physicians 8 now agree with that idea . 
neutral, And the TV program also said that physical exercise helps people deal with stress . 
neutral," And the most active older people seem to enjoy some kind of physical exercise . My father is over 60 years old , and he lifts weights every day . "
neutral,Did you see the information on sales for last year ? The sales review was made at our last board meeting . There's a great news for our shareholders . 
neutral, The company's performance has improved since Wallace became president . He's made our little business into a real lucrative operation . Products are selling like hotcakes . 
neutral," I think our success is partly because of Wallace's contribution , and partly because of our new marketing strategy . Because of the new advertising campaign , we have become the top sellers in the field . "
neutral,What a letdown . I wanted to experience some Mafia culture firsthand . 
neutral, It's worth it just to go and eat what the mafia eat ! The five-dollar tiramisu is a culinary orgasm . 
neutral, Such a thing exists ? 
neutral," Fortunately , yes . You're blushing ! "
neutral, Am I ? Um ... my face gets red when I walk too fast . 
neutral," You're embarrassed , aren't you ? You gotta loosen up in Little Italy . The lady at the cafe will kiss you when you meet her ... "
neutral,Did you get any rewards or honors in college ? 
neutral, Did you join the Communist Party of China ( CPC ) ? 
neutral," Yes , I joined the CPC when I was a freshman "
neutral,Are you watching the soccer match tonight ? It must be the most exciting one in this season . 
neutral," Well , of course I can ' t miss it . Which team are you for ? "
neutral, Manchester United . What about you ? 
neutral, Me too . Do you think they are going to get the championship this time ? 
neutral, I have confidence in them . 
neutral,The weekend's finally here ! 
neutral, And it's a long one . I have Monday off . It's Memorial Day or something like that . 
neutral, Yep . It's the kickoff of the barbecue season . We're invited to a grill party in the park tomorrow . 
neutral," We need to buy some buns for the hot dogs and hamburgers , and I'm making potato salad . "
neutral, I'll dig out the Frisbee and my kite from Taiwan . 
neutral,"Hi , Martin . I ' Ve been looking for you all morning . "
neutral, What ' s up ? 
neutral, I want to say goodbye . I ' m leaving for America tomorrow . 
neutral,"You know , Taylor's been in the hospital for a couple of days . "
neutral, And I'm the one who put him there with my football moves . 
neutral, But you're not to blame for them keeping him there . 
neutral," Yeah , what was all that stuff about running tests about anyway ? "
neutral," I'm not sure , but we can find out . I bought some crosswords to keep him busy . "
neutral," Great , then let's go visit him . I want to give him some flowers , too , to say sorry . "
neutral,Look out ! Your tea water is running over . 
neutral," Oh , would you please turn off the fire ? My hands are sticky with the dough . "
neutral, Sure . 
neutral,Did you see May today ? 
neutral," Yes , but why does she have such a long face ? "
neutral, I don't have the foggiest idea . 
neutral, I thought she'd be happy . 
neutral," Yeah , especially since she got a promotion recently . "
neutral, I don't know . Maybe it ' s some kind of personal problem . 
neutral,I don't think the teacher had a right to say that . The teacher was wrong to have accused her in front of the whole class . 
neutral," You've got to be joking ! It's the teacher's right to say anything wants , and if she saw Myra cheating , she certainly had the right to say so . "
neutral," I agree she had the right to say something , but I feel she should have done it privately . "
neutral," You're right . If I were the teacher , I wouldn't have done that . "
neutral, Am I late for the party ? Looks everyone is already here . Hope I didn ' t miss something interesting . 
neutral," No , you are just on time . We haven ' t really started yet . "
neutral, Don ' t bother . I will help myself . 
neutral, Make yourself at home . 
neutral,"Steven , would you like to go dance with us tonight ? "
neutral, You look so upset . What's going on ? 
neutral," Oh , what a pity ! "
neutral, Is it that bad ? It ' s nothing more than a game . 
neutral,I think the biggest environment problem in my country is air pollution . 
neutral," Yes , I agree . The air here is much more polluted than in my country . Of course , my country is more agricultural and has much less industry . "
neutral," We have reduced emission of air pollutants in recent years , but cars are still a major source of them . Factories have become cleaner as stricter environment pollution law have been introduced . "
neutral, The problem is now on a truly global scale . I don't believe that any single country can do anything about it . 
neutral, I think you're right . There needs to be an international response to this problem ? 
neutral, What a shame ! 
neutral, That's too bad . 
neutral, Then my son drove into a tree . 
neutral, I'm sorry to hear that . 
neutral, The dog bit the delivery boy . 
neutral, What a pity ! 
neutral, And a storm blew our roof away . 
neutral," Ho , no ! "
neutral,When do you go to bed usually ? 
neutral, I go to bed at ten and get up at six . 
neutral, That's helpful for your health . 
neutral, Sure . 
neutral,Have you been ever been to Disneyworld ? 
neutral," When I was young , my parents took me to the one in California . I always forget which — is that one Disneyland or Disneyworld ? "
neutral," The one in Florida is Disneyworld and the one in California is Disneyland , so you must have been to Disneyland . "
neutral, That's right . Why do you ask ? 
neutral, Do you like amusement parks ? 
neutral," For the most part , yes . Some of the rides are bit too scary for me , though . "
neutral,Can you speak French ? 
neutral," Yes , I can , but not very well . "
neutral, Can you understand your Spanish teacher ? 
neutral," More or less . How well do you understand Mr . Wang , your Chinese teacher ? "
neutral," About 40 percent , if he speaks slowly.When he speaks fast , I can only catch a word here and there . But Mr . Wang is an excellent Chinese teacher.With his help , my Chinese is getting better and better e "
neutral,you look better today . How did your test go ? 
neutral, much better than it did yesterday . 
neutral, did you pass ? 
neutral, you should be . You worked really hard last night preparing for it . 
neutral, you don't have to thank me . It's just a part of my job as your counsellor . 
neutral, did you always do well at school ? 
neutral," no , in fact , I was terrible at taking exams . "
neutral," sure , but my teachers always encouraged me to do the best that I could and that helped me a lot . When are your final exams ? "
neutral, I'll get my finals in two months . 
neutral, when do you plan on studying for those exams ? 
neutral, most students just cram the night forehead . 
neutral, do you think that's a good idea ? 
neutral," no , I think I should study a little bit at a time , starting a few weeks before the exam . "
neutral, that sounds like a good idea . What are you going to do if you have any questions while you're studying ? 
neutral, I'll go and talk to my professor or a learning support assistant . 
neutral, it sounds like you've learned something useful this year ! 
neutral,Can I borrow your Cds for our school dance ? 
neutral," Oh , you don't ask much , do you ? "
neutral, I promise I will personally guard every single one and they will come back in perfect condition . 
neutral, I'll tell you what . Your class can rent them from me for the night and buy back any damaged ones . 
neutral, That sounds fair . That's still cheaper than paying a band to come play for us . 
neutral, Not as fun though . A live band is way more exciting ! 
neutral, Our class doesn't have enough money . We already checked into it . 
neutral, Let me know with your next dance . I know a band that may give you a break for the publicity . 
neutral, I wanted to go to Malibu beach . 
neutral, I like Santa Monica . 
neutral, I just like the pier they have at Santa Monica . 
neutral, Is Malibu beach nice ? 
neutral," It's a lot nicer , and I really like it better . "
neutral,There are so many environment problems in the world today . Do you think we can really solve them all or will destroy the world ? 
neutral," I hope that world leaders can get together and agree on a plan for action , but I doubt it ' ll happen before it ' s too late . "
neutral," We need to solve the problem of air pollution before we destroy the atmosphere . There ' s lots of clean , modern technology , but companies in developed countries say it ' s expensive . Developing countries put more emphasis on economic development than on environment protection . "
neutral," Everyone is looking at the issue in the short term , rather than the long term . It ' s the same with the destruction of the rainforests . Countries and companies just want the wood . They ' re not thinking about the long-term damage to the forests . We should also remember that the forests are an important natural habitat for thousands of species of animal and plant life . "
neutral," In other parts of the world , especially in Africa , there is a problem with desertification . Climate change and over-farming are causing farmland to turn into desert . In means that people cannot grow enough food . "
neutral, It also means that people sometimes fight over the famp 3land that remains . Damaging the environment actually leads to conflict between people . 
neutral, Have you ever thought about joining an organization committed to protecting the environment ? You could get involved with projects to improve the environment . 
neutral, I think I ' d like to do that . I could take the things I learn here back to my country when I have finished my studies . 
neutral, I just opened my own restaurant . I'm also head chef . 
neutral," Well , I used to hate cooking , but now I love it . "
neutral, When did you change your mind ? 
neutral," After I tried French food . Before that , I used to cook really boring things for my family . "
neutral, Yeah . I went to California to study . 
neutral, I was there between 88 and 90 . 
neutral, And what did you do after that ? 
neutral, Then I came back here . I worked for about three years to get some experience . 
neutral, A house warming party ? 
neutral," Well , we have always dreamed of owning our own home , but real estate 1 in this area is extremely expensive . "
neutral," I understand . That ' s why Christopher and I want to find a place in a small town , far from the city . "
neutral, That ' s a good idea if you can find employment nearby . 
neutral," I agree . That ' s why Christopher is already looking for a job in Maine , or Wisconsin . "
neutral,What can I do for you ? 
neutral, I am trying to find this book . 
neutral, What ' s the problem ? 
neutral, It doesn ' t seem like this library has it . 
neutral, Have you checked the computer ? 
neutral, I have already . 
neutral, What did it say ? 
neutral," It says the book is on the shelf , but I didn ' t find it there . "
neutral, I can always borrow the book from another library . 
neutral, You can do that ? 
neutral, I ' ll make the call and contact you when it gets in . 
neutral,ABC Rent-a-Car . May I help you ? 
neutral, I would like to rent a car . What kind of car do you have ? 
neutral," We have Volkswagen , Pinto , Plymouth and Datsun . "
neutral, What is the rate ? 
neutral," Twenty dollars per day for Volkswagen , Pinto and Datsun , and twenty-seven dollars for Plymouth . "
neutral, How about mileage and gas ? 
neutral, There is no charge for mileage . And fill up the gas when you return the car to us as it is not included . 
neutral,Would you be willing to accompany me to the party tonight ? 
neutral,Which film shall we see ? 
neutral, There is nothing good at the moment.Let ' s do something different.Would you like to go to a concert ? 
neutral," No , I'm not hungry . "
neutral," Well , let's go and have something to drink instead . I know a good place . It's a little expensive , but it's fun . "
neutral,"Spring Festival is the most important festival in China , isn't it ? "
neutral," Yes , that's true . "
neutral, How long is the holiday ? 
neutral, It depends.But usually it's about 15 days . 
neutral, Do you eat any special food for the festival ? 
neutral," Yes , dumpling is a must.There is also other food.For example , people eat chicken for good luck . "
neutral," That's interesting . I'm told the Chinese firework is very beautiful , isn't it ? "
neutral," Yes , it's really wonderful ! "
neutral, Yeah.Especially when you have something urgent to do . 
neutral, But a taxi costs too much . 
neutral, That's true . 
neutral,"I feel absolutely horrible . My temperature is 41 degrees Celsius , and I've got a headache and a runny nose . "
neutral, do you have any other symptoms ? 
neutral, I've also got a terrible stomach-ache . Is my face still swollen ? 
neutral, just a little . Has your toothache gone now ? 
neutral," yes , for the most part . It doesn't feel as bad as my other ailments , anyway . "
neutral, how about your tongue ? Does it still hurt ? 
neutral," no , the burn ointment seemed to take effect right away . I think it's already healed . "
neutral, how did you get that burn again ? 
neutral, I scalded on the hot coffee a few days ago . 
neutral," you haven't had much luck lately , have you ? "
neutral," no , but I'm sure I'll get better soon . "
neutral, when's the last time you took your tablets ? 
neutral, I took the red ones just before lunch and the white ones just after lunch . 
neutral, I think it's time you took another does of each . What would you like to drink with them ? 
neutral," just some water , please . Do you have any ointment for my nose ? It feels so itchy after blowing my nose so much . "
neutral," sure , I'll just go and get it now . what would you like to eat ? Some soup ? "
neutral, that sounds good . 
neutral," soup always makes me feel better when I'm sick . I hope it makes you feel better , too . "
neutral,I haven't got enough evidence for prosecuting him . 
neutral, Why don't you find someone who is in the know . 
neutral," I'm just thinking about that , but the trouble is , I don't know who is well in the know . "
neutral," Did you ask his former secretary , Lora ? She knows a lot about him . "
neutral,What are you two doing in here ? 
neutral," We heard you weren't feeling well , so we came to check on you . "
neutral," I was sitting there giving out nametags and all of a sudden , there she was . "
neutral," Who , Femi ? Yeah , Yi-jun saw her inside . "
neutral, All these memories of prom night came back to me . I had to be alone . You remember that night ? 
neutral, I remember someone spiked my punch . You sat with me in the girl's bathroom ... 
neutral,You're not looking happy.What ' s the matter ? 
neutral," Oh , nothing special . I'm just a bit tired . "
neutral, With the job ? 
neutral, A good suggestion for you.You need a holiday . 
neutral," It wasn't always like this , you know . "
neutral, What do you mean ? 
neutral," Well , I mean.We always do the same thing.There ' s no variety in our lives . "
neutral, You need a holiday.That ' s what's the matter . 
neutral," Certainly , perhaps . "
neutral,"Oh dear , Miss , you are soaked ! Wow , it's really raining heavily outside . "
neutral," Yes , it sure is . I had to run here from work ! I need to rush as I'm on my lunch break . "
neutral," Well please , why don't you go ahead of me in line ? I'm in no hurry . "
neutral," Sure . Well , the avocado sandwich is delicious , and it's the healthiest thing on the menu . Personally , I think the beef salad is the tastiest choice . I usually get that . Also , the milkshakes are the best milkshakes in town ! "
neutral,"Dad , what's the date ? "
neutral, It's December eighteenth . 
neutral, In seven days it will be Christmas Day . 
neutral," Yes , I know that . "
neutral,"What happen , John ? "
neutral, Nothing . 
neutral, Why do you look unhappy ? 
neutral," Oh , cheer up . He ' ll understand you . "
neutral,"This man is your fiance , Dolly ? "
neutral," Yeah , how do you like him ? "
neutral, He's handsome . 
neutral, Can you give me a touch of his character ? 
neutral," He's outgoing and honest , but sometimes he's a bit conservative . "
neutral,Do you think I should buy this now and bring it with us ? 
neutral, Don't bother . those are a dime a dozen where we are going . 
neutral,"Brooke , are you still mad ? Is your mom mad ? "
neutral, No ... mom said that we'll have the wedding at home on the 2nd . So let's hope your mom is right about that being a lucky day ... 
neutral," It will be . And today is , too . I just talked to the airlines ... "
neutral, They're going to give us back the seats ? 
neutral," No , they're giving us discount tickets on a honeymoon package in ... "
neutral, You got it ! We'll fly there directly from Texas . 
neutral,"The world changes , the family changes too . "
neutral, What do you mean ? 
neutral, People now like a small family composed of two parents and one child . 
neutral, That is called a nuclear family . 
neutral, I don't like such a family . 
neutral, What kind of family are you like ? 
neutral," I like a family composed of many people . It includes grandparents , parents , aunts and uncles , and children . "
neutral, It's a traditional family . It may be too large to live well . 
neutral," We can live well , I think . "
neutral,What was that all about ? 
neutral, We had a difference of opinion . 
neutral, Is she going to be okay ? 
neutral, She'll be fine . 
neutral,Is sailing fun ? 
neutral,John dates her seven times a week . 
neutral, I think so . Maybe he's fallen for her . 
neutral, Yeah . They suit each other . A perfect match between a man and a girl . 
neutral, Right . 
neutral,I was told my friend Joe was speaking ill of me . That's a real let-down . 
neutral, I don't think Joe has done such a thing . Don't believe things in haste . 
neutral, Maybe I should go and ask him whether it's true . 
neutral,"Good morning , Loans . "
neutral," Good morning , Mr . Smith . "
neutral,Which countries have you been to ? 
neutral," I ' Ve been to most of the countries in Europe , several countries in asia-china , Japan , korea , and Thailand-and to the united states and Canada . "
neutral, I thought you had been to Australia too . 
neutral," No , but I ' m planning on visiting Australia and new Zealand soon . I ' Ve heard that they are beautiful countries . Which is the most beautiful country you ' Ve been to ? "
neutral," I think I ‘ d say norway . It has many picturesque fjords , waterfalls , and mountains . "
neutral, Isn ' t it really cold there ? 
neutral," Well , the north of Norway is almost always cold , but further south it can be fairly warm in summer . It ' s a wet country , so there ' s snow almost everywhere in winter . "
neutral," I ' Ve been to other Scandinavian countries , but not to Norway . Perhaps I should go and do some winter sports there . "
neutral,"Alison , would you like to have some more ? "
neutral, No thanks . I have had enough . 
neutral, Actually you haven't have much . 
neutral," To tell you the truth , I am on the diet . "
neutral, That sounds ridiculous . Why ? 
neutral," Well , I am gaining weight these days , and I have to watch my calories . "
neutral," Thank you , shall I open it now ? "
neutral," Yes , please do . "
neutral,"Did you read the news that ' China's property prices rose at the fastest pace in 18 months in December , ending the year with rising fears of bubbles in the property market ' ? "
neutral, No . Does the newspaper say what has caused that ? 
neutral, Yes . It says the hike was a result of purchase rush in the fourth quarter on expectations of tightening politics . 
neutral, I think the government should make a serves of moves to cool the market . 
neutral, Right . The climbing property prices has become a headache for Chinese residents . 
neutral,"I think that show biz stars have a really easy life . They have lots of money , so they can buy almost anything they want . They ' re famous , so everyone loves them . "
neutral, I think they must have horrible lives . All the paparazzi take photos of them wherever they go and whatever they do . They must get sick of it . 
neutral," I bet they love it really . Sure , they complain about it , but that just gets them more publicity , doesn ' t it ? "
neutral, I think that few of the show biz stars want any publicity for themselves . They only want it for their films . 
neutral," No way ! They want publicity for themselves , so that they get invited to make more films , go to lots of cocktail parties , and even make albums ! They have such an easy life . They don ' t even pay for drinks when they go to a cocktail party . "
neutral," Show biz stars have plenty of expenses . That ' s why they need so much money . They need million of dollars to buy big , seclude houses and wonderful dresses . I bet most show biz stars would prefer to wear jeans and a t-shirt , but they can ' t because their managers force them to wear clothes they don ' t like . "
neutral," I don ' t understand how you can have any sympathy for show biz stars . They ' re overpaid , over-ambitious , and over-adored . "
neutral, I think you should give them some credit . They ' re very talented people and they deserve all the money they earn . They even donate money to charity to help people who are less fortunate than themselves . 
neutral,"Hey , Mary , can you cut that out ? "
neutral, Cut what out I ' m not doing anything . 
neutral," Yeah , I ' ll try to do the same . So , I was wondering you wanna go out to dinner Friday night ? "
neutral, Is it very cold in winter there ? 
neutral," No , it isn't . But sometimes it snows a lot in winter . "
neutral, Does it rain a lot in summer there ? 
neutral, Oh yes ! Sometimes it rains very heavily.How about here in Beijing ? 
neutral," There's a lot of rain in summer , but it seldom rains in autumn . "
neutral, I feel it's rather dry here . 
neutral, That's true . Many people from the south don't like the weather here . 
neutral, Are you from the south ? 
neutral," No , I'm from the north . I was born in Beijing , actually . "
neutral, I see.so this is your hometown ? 
neutral," Well , Qi is famous all over the world , isn ' t he ? Besides I am quite interested in Chinese painting . "
neutral," I prefer free sketch , especially the landscape paintings . I can always feel peace and harmony from those landscape paintings . "
neutral," That's true . Chinese art stresses the harmony between man and nature , which is an important part of China's traditional culture . "
neutral," It has stopped snowing , but it's even colder . "
neutral, Look at the ice there hanging from the eaves . 
neutral, And the streets are covered with snow . 
neutral, Do you know what the temperature is today ? 
neutral, I missed today's weather forecast over the TV . 
neutral,What are your working hours ? 
neutral," Eight to twelve in the morning , two to six in the afternoon . "
neutral, Much better than mine . 
neutral, What are your hours ? 
neutral," Mine aren't fixed . Sometimes I do the day shift , sometimes the night shift . "
neutral,Would it be all right if I went home next weekend ? 
neutral, For What ? 
neutral," Well , I want to surprise my brother showing up for his birthday . "
neutral,"Could you tell me what university you went to , Mr . Smith ? "
neutral, I went to Yale University . 
neutral, I have a B . A . in Economics . 
neutral, Would you mind telling me how old you are ? 
neutral, I'm twenty-seven . 
neutral, And could you tell me what other jobs you have had ? 
neutral," Yes , I have worked in a bank for the last years . "
neutral, And what was your salary at the bank ? 
neutral, I got $ 500 a week . 
neutral,"Hi , Jane . How are you doing this morning ? "
neutral," I'm all right , thanks . Just a little tired . "
neutral, Late night ? 
neutral," Yeah , I got home around two . "
neutral,"I am going to celebrate my birthday with you all in a night club this year , what do you say ? "
neutral," Fantastic ! I enjoy clubbing , especially those clubs with live bands . The only fly in the ointment is that the air is bad , full of smoke , and the music is too loud , so conversations are not really possible . Once I nearly got burnt by a cigarette . "
neutral, How did that happen ? 
neutral, A wild dancer dropped it on my left foot and said nothing about it . If I had drunk enough and I would have had the bold to punch him in the face . 
neutral, Sounds cool ! But that is not what a lady should do . People are easy to lose head in a night club and being drunk . 
neutral,What do you do for a living ? 
neutral, I ' m a doctor . 
neutral," Yes , I do . It ' s very interesting . What ' s your job ? "
neutral, I ' m a bus driver . 
neutral," Oh , do you enjoy it ? "
neutral," No , I don ' t really like it . It ' s boring . "
neutral," that would be a good shot . Can you take my picture here , dear ? Please try to get the garden in the frame as well . "
neutral," all right . Would you please stand closer to the flower bed ? Good . Smile . Say "" cheese "" . OK , got you . That's terrific . "
neutral, thanks . Could you take one more from this angle ? 
neutral, no problem . 
neutral, now let's have one together . 
neutral, do you know how to set the timer ? 
neutral," let me see ... set the timer first and push the button , oh , come here . "
neutral," OK , let's have a try . "
neutral, cheese ... 
neutral, did it come out ? 
neutral," yes , but it's blurred and a little dark . "
neutral,"Did you watch television last night , Charles ? "
neutral," Yes , I did . "
neutral," It was a good game , wasn't it ? "
neutral," Oh , I didn't watch the football match . I wanted to but my wife preferred to see the old film . "
neutral, What a pity . It was quite exciting . Both teams played very well . 
neutral, How did it finish ? 
neutral, It finished in a draw . What was the film like ? 
neutral, It was quite good . But . I missed the beginning of it because I had to eat first . 
neutral, Did your wife enjoy it ? 
neutral," No , she didn't . After half an hour she stopped watching and started to read a book . "
neutral,"Hey , Vernassa . why be angry look ? "
neutral, I've never seen you so worked up . what did she do to you ? 
neutral, Are you sure she was trying to put you down ? 
neutral," Of course , I am sure . "
neutral, You shall go easy on her . she is new here . 
neutral, Just how am I supposed to do that ? 
neutral, You shall just take it in surprise . 
neutral," I've tried , but she keeps pushing my buttons . "
neutral," Try to pull it together , Vernassa . I am sure things will turn note , ok ? "
neutral, I am not . she is no picnic . 
neutral," Well . if you think I can help , let me know . "
neutral," Thanks , Serena . "
neutral,I ' m forming a music band . 
neutral, Do you already know how to play an instrument ? 
neutral," Uh ... Yeah ! I ' Ve told you a thousand times that I ' m learning to play the drums . Now that I know how to play well , I would like to form a rock band . "
neutral," Aside from yourself , who are the other members of the band ? "
neutral," We have a guy who plays guitar , and another who plays bass.Although we still haven ' t found anyone to be our singer . You told me that you had some musical talent , right ? "
neutral," Yes , I ' m a singer . "
neutral,I've heard you're going to America tomorrow . I want to see you off at the airport . 
neutral, What time are you leaving ? 
neutral, 1 thirty P . m . But I've got to check in at 12 thirty P . m . 
neutral, What airline and what flight ? 
neutral, Pan American Airlines . Flight 282 . 
neutral,"I ' m sorry , dad . But you can ' t do that . It ' s for me to decide . "
neutral," Oh , I see . You ' Ve already decided , have you ? Now , you listen to me , you ' re only 19 . "
neutral," I didn ' t say I ' d already decided , dad . I said it was for me to decide . There is a difference . "
neutral," Oh . So you think you can just do whatever you want , do you ? "
neutral," I didn ' t say that either . I was hoping we could discuss the matter together . I want your advice but I don ' t want you to tell me what to do . I ' Ve got to make decisions for myself , dad . "
neutral,"Hello , Friendship Restaurant . May I help you ? "
neutral, I'd like to book a table tonight . 
neutral," Yes , Sir . For how many people , please ? "
neutral, Eight . 
neutral, What time ? 
neutral," Eight o'clock tonight , would you please set us in a private room ? "
neutral," So sorry , we're fully booked in that room . Would you like to make reservation some other time ? "
neutral,"Hey , Zina . You're here early today . "
neutral," Yeah , I'm going to be making phone calls all day . What a blast . "
neutral," Save it , Vince . After I put my first million in the bank , I'll say you're welcome . "
